RBD;NOM_COM_RBD;lon;lat
2941;TALCA;-71,6555116;-35,4425251
2942;TALCA;-71,6580352;-35,4202880
2943;TALCA;-71,6412063;-35,4292771
2944;TALCA;-71,6431313;-35,4084578
2945;TALCA;-71,6566930;-35,4125637
2946;TALCA;-71,6712486;-35,4377011
2947;TALCA;-71,6654927;-35,4156437
2948;TALCA;-71,6649111;-35,4291532
2949;TALCA;-71,6558460;-35,4308030
2950;TALCA;-71,6761842;-35,4347437
2951;TALCA;-71,6826007;-35,4347447
2952;TALCA;-71,6593899;-35,4061081
2955;TALCA;-71,6616639;-35,4405436
2956;TALCA;-71,6682010;-35,4486660
2957;TALCA;-71,6641567;-35,4203720
2958;TALCA;-71,6462230;-35,4284982
2959;TALCA;-71,6411891;-35,4345143
2961;TALCA;-71,6484804;-35,4232444
2964;TALCA;-71,6578495;-35,4489753
2965;TALCA;-71,6366472;-35,4414522
2966;TALCA;-71,6585250;-35,4364295
2968;TALCA;-71,6488758;-35,4484872
2972;TALCA;-71,6548325;-35,4153015
2973;TALCA;-71,6586895;-35,4219621
2974;TALCA;-71,6745978;-35,4268167
2975;TALCA;-71,5782254;-35,4604567
2977;TALCA;-71,5177840;-35,4308654
2978;TALCA;-71,6135307;-35,4385835
2979;TALCA;-71,6484804;-35,4232444
2980;TALCA;-71,6455198;-35,4325307
2981;TALCA;-71,5889902;-35,3645068
2983;TALCA;-71,6059028;-35,4726532
2986;TALCA;-71,5426603;-35,4478292
2989;TALCA;-71,5630598;-35,3811991
2990;TALCA;-71,6563893;-35,4369382
2991;TALCA;-71,6456296;-35,4308366
2992;TALCA;-71,6728831;-35,4241334
2993;TALCA;-71,6496044;-35,4151659
2995;TALCA;-71,6630754;-35,4300740
2997;TALCA;-71,6571288;-35,4127122
2999;TALCA;-71,6492620;-35,4103204
3002;TALCA;-71,6558280;-35,4196440
3003;TALCA;-71,6644243;-35,4297865
3005;TALCA;-71,6608200;-35,4295158
3006;TALCA;-71,6608911;-35,4284340
3008;TALCA;-71,6583096;-35,4463851
3010;TALCA;-71,6684386;-35,4288363
3012;TALCA;-71,6653700;-35,4229400
3013;TALCA;-71,6633089;-35,4293897
3014;TALCA;-71,5984996;-35,4545309
3015;TALCA;NA;NA
3016;PELARCO;-71,4403238;-35,3856684
3017;SAN RAFAEL;-87,9536495;43,0037730
3019;PELARCO;-71,4462654;-35,3845705
3020;SAN RAFAEL;-71,5760944;-35,3501692
3022;PELARCO;-71,3481400;-35,3828940
3023;PELARCO;-71,4066173;-35,4274874
3024;SAN RAFAEL;-71,5164767;-35,3324900
3025;SAN RAFAEL;-71,4357808;-35,3382122
3026;SAN RAFAEL;-71,4357808;-35,3382122
3028;SAN RAFAEL;-122,5136211;37,9708537
3029;PELARCO;-71,4911977;-35,3947491
3030;PELARCO;-84,1799675;39,7393000
3032;PELARCO;-71,4575826;-35,3992560
3033;RIO CLARO;-71,2550111;-35,2833623
3034;RIO CLARO;-71,4194996;-35,2236496
3036;RIO CLARO;-71,1834046;-35,2470328
3037;RIO CLARO;-71,2863145;-35,1611736
3038;RIO CLARO;-71,3404509;-35,3191352
3039;RIO CLARO;-71,2555271;-35,2180456
3042;RIO CLARO;-71,3334668;-34,8554414
3045;RIO CLARO;-70,8286770;-33,5699268
3047;RIO CLARO;-70,5272182;-33,6081508
3048;RIO CLARO;-71,3282240;-35,1727548
3051;RIO CLARO;-71,2550111;-35,2833623
3055;SAN CLEMENTE;-71,4848614;-35,5379448
3056;SAN CLEMENTE;-71,4859101;-35,5349310
3057;SAN CLEMENTE;-71,5153449;-33,0195402
3058;SAN CLEMENTE;-71,4859101;-35,5349310
3059;SAN CLEMENTE;-71,4199903;-35,5303670
3060;SAN CLEMENTE;-71,5069443;-35,5252198
3061;SAN CLEMENTE;-71,3218594;-35,4948037
3062;SAN CLEMENTE;-71,4151923;-35,4484790
3063;SAN CLEMENTE;-71,4195610;-35,5509834
3065;SAN CLEMENTE;-84,1799675;39,7393000
3067;SAN CLEMENTE;-84,1799675;39,7393000
3068;SAN CLEMENTE;-71,4985116;-35,5748911
3069;SAN CLEMENTE;-71,4297872;-35,5882818
3070;SAN CLEMENTE;-71,5649015;-35,5571840
3073;SAN CLEMENTE;-71,3183665;-35,4756118
3076;SAN CLEMENTE;-71,2547222;-35,6141667
3077;SAN CLEMENTE;-71,2054211;-35,5882373
3079;SAN CLEMENTE;-71,4776509;-35,5103226
3080;SAN CLEMENTE;-117,6253910;33,4670620
3081;SAN CLEMENTE;-71,3392902;-35,5678575
3082;SAN CLEMENTE;-117,6126004;33,4273521
3084;SAN CLEMENTE;-71,2054211;-35,5882373
3085;SAN CLEMENTE;-71,4879938;-35,5383052
3086;SAN CLEMENTE;-71,2810420;-35,5769555
3088;SAN CLEMENTE;-71,2085385;-35,5976851
3090;SAN CLEMENTE;-71,2617152;-35,6417923
3092;SAN CLEMENTE;-117,0601500;32,5376560
3093;SAN CLEMENTE;-71,2347796;-35,5403473
3096;SAN CLEMENTE;-71,4605518;-35,5820539
3098;SAN CLEMENTE;-71,2617152;-35,6417923
3103;SAN CLEMENTE;-117,6168621;33,4400622
3104;SAN CLEMENTE;-71,4826298;-35,5374647
3106;SAN CLEMENTE;-71,5263753;-35,5073554
3107;SAN CLEMENTE;-71,4656794;-35,4879117
3108;SAN CLEMENTE;-117,0745699;32,5363653
3110;MAULE;-71,6932775;-35,5251439
3111;TALCA;-71,6902157;-35,4499405
3112;MAULE;-71,6408189;-35,5131232
3113;MAULE;-71,7439020;-35,4757023
3114;MAULE;-71,6567793;-35,4830823
3115;MAULE;-72,1793025;-34,9248074
3117;MAULE;-71,7057228;-35,4909349
3118;MAULE;-71,6376279;-35,5514990
3119;SAN CLEMENTE;-71,5598073;-35,5474333
3121;MAULE;-71,6084876;-35,5218378
3122;MAULE;-71,6174991;-35,5388755
3123;MAULE;-71,7444027;-35,5481505
3124;MAULE;-71,8430942;-35,4693875
3125;MAULE;-71,6902157;-35,4499405
3126;MAULE;-71,7315436;-35,4655845
3127;MAULE;-71,5952514;-35,5545832
3128;EMPEDRADO;-72,2824018;-35,5891627
3129;EMPEDRADO;-72,2824018;-35,5891627
3130;EMPEDRADO;-72,2874290;-35,5351068
3134;EMPEDRADO;-72,2169254;-35,6165741
3138;PENCAHUE;-71,7979680;-35,3989294
3139;PENCAHUE;-71,7988408;-35,3959587
3140;PENCAHUE;-71,8721914;-35,4416453
3141;PENCAHUE;-71,7988408;-35,3959587
3143;PENCAHUE;-71,7597345;-35,4140531
3146;PENCAHUE;-71,9788754;-35,3750196
3156;PENCAHUE;-71,7237851;-35,2097004
3158;PENCAHUE;-71,7974563;-35,3960652
3159;PENCAHUE;-71,7974563;-35,3960652
3161;PENCAHUE;-72,0522150;-35,4173270
3163;CONSTITUCION;-72,4063960;-35,3310509
3165;CONSTITUCION;-72,4102500;-35,3331850
3166;CONSTITUCION;-72,4070639;-35,3335159
3168;CONSTITUCION;-72,4014989;-35,3391965
3169;CONSTITUCION;-72,4166049;-35,3432502
3172;CONSTITUCION;-72,2866658;-35,2123945
3173;CONSTITUCION;-72,2773814;-35,4506498
3174;CONSTITUCION;-72,1792564;-35,5172415
3176;CONSTITUCION;-72,3508297;-35,2791583
3177;CONSTITUCION;-72,1762142;-35,3870380
3179;CONSTITUCION;-122,3968550;37,7941840
3183;CONSTITUCION;NA;NA
3185;CONSTITUCION;-72,5071499;-35,4779911
3186;CONSTITUCION;-84,1799675;39,7393000
3187;CONSTITUCION;-72,1433843;-35,3628495
3189;CONSTITUCION;-106,3370052;31,6191135
3190;CONSTITUCION;-72,3508297;-35,2791583
3191;CONSTITUCION;-72,2488009;-35,2499955
3196;CONSTITUCION;NA;NA
3197;CONSTITUCION;-72,1628052;-35,4440815
3198;CONSTITUCION;-86,3594661;41,9646127
3201;CONSTITUCION;-122,7192306;38,4517555
3202;CONSTITUCION;-72,4130469;-35,3312439
3203;CONSTITUCION;-72,4092099;-35,3305731
3204;CONSTITUCION;-72,4129615;-35,3294573
3205;CUREPTO;-72,0172197;-35,0918975
3206;CUREPTO;-71,9855226;-35,2454119
3207;CUREPTO;-72,0119442;-35,0987443
3208;CUREPTO;-72,0119442;-35,0987443
3209;CUREPTO;-71,6942276;-35,1161489
3212;CUREPTO;-71,9560324;-35,1281674
3213;CUREPTO;-72,0119442;-35,0987443
3215;CUREPTO;-71,9883717;-35,1965209
3216;CUREPTO;-71,8792041;-35,1536449
3217;CUREPTO;-72,0119442;-35,0987443
3219;CUREPTO;-72,0772571;-35,0510394
3221;CUREPTO;-71,9331896;-35,0095786
3223;CUREPTO;-71,9382190;-35,0686644
3225;CUREPTO;-72,0208891;-35,0958545
3229;CUREPTO;-71,9126325;-35,1533649
3230;CUREPTO;-72,0105555;-34,9943511
3232;CUREPTO;-72,0172197;-35,0918975
3233;CUREPTO;-71,9424985;-35,1034482
3235;CUREPTO;-72,0208891;-35,0958545
3236;CUREPTO;-71,1965113;-33,9250767
3238;CUREPTO;-72,0119442;-35,0987443
3239;CUREPTO;-72,0208891;-35,0958545
3240;CUREPTO;-72,0172197;-35,0918975
3242;CUREPTO;-71,8186033;-35,1161816
3243;LINARES;-71,6019267;-35,8481964
3247;LINARES;-71,5948333;-35,8498191
3248;LINARES;-71,5987986;-35,8451168
3249;LINARES;-71,5800857;-35,8609306
3250;LINARES;-71,5809106;-35,8575263
3251;LINARES;-71,6019183;-35,8406173
3252;LINARES;-71,5889579;-35,8497930
3253;LINARES;-71,6172834;-35,8358794
3255;LINARES;-71,5939693;-35,8369575
3256;LINARES;-71,6047628;-35,8473210
3257;LINARES;-71,5948651;-35,8467088
3258;LINARES;-71,5986210;-35,8483950
3260;LINARES;-71,5851170;-35,8456120
3261;LINARES;-71,5830504;-35,8378466
3263;LINARES;-71,6638793;-35,8366889
3264;LINARES;-71,4719201;-35,8864919
3265;LINARES;-71,7200539;-35,7733669
3266;LINARES;-99,5531458;24,8519470
3267;LINARES;-71,5142050;-35,8306319
3268;LINARES;-71,5955734;-35,8624626
3269;LINARES;-71,6592203;-35,8000527
3270;LINARES;-71,5872161;-35,8387038
3271;LINARES;-71,6034422;-35,8572155
3272;LINARES;-71,2427379;-35,8663306
3273;LINARES;-71,5866210;-35,7969763
3274;LINARES;-71,3557247;-36,0438186
3277;LINARES;NA;NA
3278;LINARES;-71,6163572;-35,8388460
3282;LINARES;-71,6119305;-35,8342370
3284;LINARES;-71,5318402;-33,0417856
3285;LINARES;-71,5836394;-35,8396368
3286;LINARES;-71,3780877;-35,9253762
3287;LINARES;-71,6163572;-35,8388460
3288;LINARES;-71,4852317;-35,9623439
3289;LINARES;-71,6119305;-35,8342370
3290;LINARES;-71,5985763;-35,8446226
3291;LINARES;-71,5909845;-35,8683157
3292;LINARES;-71,5846130;-35,8402990
3294;LINARES;-71,5959790;-35,8408650
3296;LINARES;-71,5816221;-35,8519586
3297;LINARES;-71,5874580;-35,8607304
3298;LINARES;-71,5932620;-35,8514805
3299;LINARES;-71,5973995;-35,8508713
3300;LINARES;-71,5955173;-35,8460414
3302;LINARES;-71,5940361;-35,8455675
3303;LINARES;-71,5992334;-35,8483504
3304;LINARES;-71,5996534;-35,8502100
3305;LINARES;-71,5980298;-35,8393341
3308;LINARES;-71,6034422;-35,8572155
3310;LINARES;-71,6011587;-35,8400234
3311;LINARES;-70,6421036;-33,5016966
3313;YERBAS BUENAS;-71,5856015;-35,7491272
3314;YERBAS BUENAS;-71,4852292;-35,6698706
3315;YERBAS BUENAS;-71,5457384;-35,7471141
3316;YERBAS BUENAS;-71,4700500;-35,6210540
3317;YERBAS BUENAS;-71,5397687;-35,6176928
3318;YERBAS BUENAS;-71,5837328;-35,7500770
3319;VILLA ALEGRE;-71,5802732;-35,6517709
3320;YERBAS BUENAS;-71,5910992;-35,7474580
3321;YERBAS BUENAS;-71,5487817;-35,6994672
3322;YERBAS BUENAS;-71,6295384;-35,7720490
3323;YERBAS BUENAS;-71,5761704;-35,7141634
3325;YERBAS BUENAS;-71,5223497;-35,7157188
3327;YERBAS BUENAS;-71,5779256;-35,7441029
3328;COLBUN;-71,4007138;-35,7026636
3329;COLBUN;-71,4019009;-35,6361711
3330;COLBUN;-71,4825806;-35,7177036
3332;COLBUN;-71,4986262;-35,7550305
3333;COLBUN;-71,4146915;-35,6992480
3334;COLBUN;-71,8047751;-34,9732356
3335;COLBUN;-71,4158358;-35,7588290
3336;COLBUN;-71,4178924;-35,7582321
3337;COLBUN;-71,4373504;-35,8020383
3338;COLBUN;-71,4146915;-35,6992480
3340;COLBUN;-71,4060021;-35,6948183
3344;COLBUN;-71,4060021;-35,6948183
3345;COLBUN;-71,4528398;-35,8247238
3346;COLBUN;-71,4386620;-35,7440537
3347;COLBUN;-71,4045143;-35,6971773
3348;LONGAVI;-71,6875054;-35,9693145
3349;LONGAVI;-71,6867218;-35,9653724
3352;LONGAVI;-71,7348585;-35,8665061
3353;LONGAVI;-71,6867218;-35,9653724
3354;LONGAVI;-71,6223983;-35,9459991
3355;LONGAVI;-71,7131673;-35,9914902
3356;LONGAVI;-71,6207776;-36,0233372
3358;LONGAVI;-71,6494420;-35,9189820
3359;LONGAVI;-71,8394153;-36,1343631
3361;LONGAVI;-71,5680742;-36,0533146
3362;LONGAVI;-71,6513775;-36,0114727
3364;LONGAVI;-71,6876473;-35,9634456
3365;LONGAVI;-71,7620950;-35,9018560
3366;LONGAVI;-71,6876473;-35,9634456
3367;LONGAVI;-71,6056595;-35,8497167
3368;LONGAVI;-71,6867218;-35,9653724
3369;LONGAVI;-71,7348585;-35,8665061
3371;LONGAVI;-71,6876473;-35,9634456
3373;LONGAVI;-71,5828340;-36,0939600
3375;LONGAVI;-71,6668932;-36,0906457
3376;LONGAVI;-71,5973995;-35,8508713
3377;LONGAVI;-71,6840986;-35,9664786
3378;LONGAVI;-71,6831251;-35,9636265
3381;LONGAVI;-71,6876473;-35,9634456
3382;LONGAVI;-71,6876473;-35,9634456
3383;LONGAVI;-70,7517329;-33,5052338
3384;LONGAVI;-71,6876473;-35,9634456
3385;LONGAVI;-70,7098735;-33,5010107
3387;PARRAL;-71,8218033;-36,1425277
3389;PARRAL;-71,8394153;-36,1343631
3390;PARRAL;-71,8229662;-36,1491704
3393;PARRAL;-71,8371866;-36,1439413
3395;PARRAL;-71,8268120;-36,1431930
3396;PARRAL;-71,8227528;-36,1406484
3398;PARRAL;-71,8198311;-36,1333495
3400;PARRAL;-71,8105364;-36,1284675
3401;PARRAL;-105,6756266;26,9292889
3402;PARRAL;-71,8677383;-36,0907833
3403;PARRAL;-105,6725769;26,9240772
3404;PARRAL;-71,8227528;-36,1406484
3405;PARRAL;-105,6725769;26,9240772
3406;PARRAL;-84,1799675;39,7393000
3408;PARRAL;-71,8087267;-36,2363552
3411;PARRAL;-71,8227528;-36,1406484
3413;PARRAL;-105,7090337;26,9413541
3415;PARRAL;-71,8330156;-36,1621598
3417;PARRAL;-106,1080613;28,5866977
3418;PARRAL;-84,1799675;39,7393000
3419;PARRAL;-71,8227528;-36,1406484
3420;PARRAL;-72,0794062;-36,0772050
3421;PARRAL;-84,1799675;39,7393000
3429;PARRAL;-105,7062880;26,9371289
3430;PARRAL;-71,8223869;-36,1326352
3431;PARRAL;-71,8259110;-36,1375214
3432;PARRAL;-71,8250554;-36,1444085
3433;PARRAL;-71,8330156;-36,1621598
3434;RETIRO;-71,7635070;-36,0547225
3435;RETIRO;-71,7629799;-36,0547816
3436;RETIRO;-71,8010100;-36,0909400
3437;RETIRO;-71,7728337;-35,9794577
3439;RETIRO;-117,0401865;32,5621723
3440;RETIRO;-110,9603621;29,0834761
3442;RETIRO;-71,7388411;-36,1596386
3443;RETIRO;-71,5968368;-36,2181618
3444;RETIRO;-71,7584573;-36,0489599
3445;RETIRO;-71,6663356;-36,1885490
3447;RETIRO;-70,6788640;-33,5091380
3448;RETIRO;-100,3901043;20,5433292
3449;RETIRO;-101,5439272;27,0722767
3450;RETIRO;-71,6735923;-36,1339948
3451;RETIRO;-100,2718243;25,6379746
3452;RETIRO;-71,8466297;-35,9301235
3453;RETIRO;-80,8076156;35,1688652
3454;RETIRO;-71,7225473;-36,1406801
3457;RETIRO;NA;NA
3458;RETIRO;NA;NA
3459;RETIRO;-71,7094151;-36,1031382
3460;RETIRO;-71,5937354;-35,8668973
3461;VILLA ALEGRE;-71,7267544;-35,6875758
3462;VILLA ALEGRE;-71,7438861;-35,6740967
3463;VILLA ALEGRE;-71,7418252;-35,6732265
3464;VILLA ALEGRE;-71,7312169;-35,6926864
3465;VILLA ALEGRE;-71,7439129;-35,6761961
3466;VILLA ALEGRE;-71,6532991;-35,6554533
3467;VILLA ALEGRE;-71,7418252;-35,6732265
3468;VILLA ALEGRE;-71,6997955;-35,7450015
3470;VILLA ALEGRE;-71,6739430;-35,6272876
3471;VILLA ALEGRE;-71,7439129;-35,6761961
3475;VILLA ALEGRE;-71,7475683;-35,6223119
3478;VILLA ALEGRE;-71,7480494;-35,6489511
3479;SAN JAVIER;-71,7244042;-35,5971171
3480;SAN JAVIER;-71,7355041;-35,5945281
3481;SAN JAVIER;-71,7181468;-35,5986619
3482;SAN JAVIER;-71,7416715;-35,5927983
3483;SAN JAVIER;-71,7178135;-35,5988260
3488;SAN JAVIER;-100,1508720;25,7466204
3489;SAN JAVIER;NA;NA
3490;SAN JAVIER;-71,8064901;-35,7284091
3491;SAN JAVIER;-71,6972490;-35,5705630
3492;SAN JAVIER;-71,6557581;-35,5768533
3494;SAN JAVIER;-112,1331915;30,7127355
3495;SAN JAVIER;-0,8286275;37,8016491
3497;SAN JAVIER;-71,8027306;-35,6065941
3502;SAN JAVIER;-100,3119038;25,7264060
3506;SAN JAVIER;-72,1147758;-35,5826628
3513;SAN JAVIER;-0,4375270;38,3688651
3515;SAN JAVIER;-71,6742566;-35,6070862
3517;SAN JAVIER;-106,3056405;31,7551864
3518;SAN JAVIER;-71,9451268;-35,6626698
3520;SAN JAVIER;-71,9451268;-35,6626698
3523;SAN JAVIER;-71,7244042;-35,5971171
3524;SAN JAVIER;-71,7244042;-35,5971171
3526;SAN JAVIER;-71,7413609;-35,5925500
3527;SAN JAVIER;-71,7269447;-35,5939404
3530;SAN JAVIER;-71,7373270;-35,5937649
3531;SAN JAVIER;-71,7275584;-35,5968814
3532;SAN JAVIER;-71,7373270;-35,5937649
3533;SAN JAVIER;-71,7360076;-35,5986747
3535;CAUQUENES;-72,3331480;-35,9648312
3538;CAUQUENES;-72,3142779;-35,9695546
3539;CAUQUENES;-72,3164980;-35,9659354
3540;CAUQUENES;-72,3211231;-35,9644935
3541;CAUQUENES;-72,3331480;-35,9648312
3544;CAUQUENES;-72,3206880;-35,9653550
3545;CAUQUENES;-72,3149541;-35,9839338
3546;CAUQUENES;-72,3138154;-35,9687428
3548;CAUQUENES;-72,3381025;-35,9606192
3549;CAUQUENES;-72,3484488;-35,9512979
3550;CAUQUENES;-72,2312731;-36,1611986
3551;CAUQUENES;-72,2994769;-35,9580802
3552;CAUQUENES;-72,3222331;-35,9676285
3554;CAUQUENES;-72,4555944;-36,0498694
3555;CAUQUENES;-72,1263747;-35,7209461
3564;CAUQUENES;-72,3142779;-35,9695546
3566;CAUQUENES;-72,3142779;-35,9695546
3568;CAUQUENES;-72,3176920;-35,9696601
3569;CAUQUENES;-71,5990098;-35,8276442
3573;CAUQUENES;-72,3331480;-35,9648312
3579;CAUQUENES;-72,4771917;-36,0007368
3580;CAUQUENES;-72,1263747;-35,7209461
3582;CAUQUENES;-72,3178315;-35,9812219
3583;CAUQUENES;-72,3331480;-35,9648312
3586;CAUQUENES;-72,3142779;-35,9695546
3588;CAUQUENES;-72,3461433;-36,0070917
3594;CAUQUENES;-72,3222331;-35,9676285
3596;CAUQUENES;-72,4390772;-35,9804735
3599;CAUQUENES;-72,2982199;-36,1444883
3601;CAUQUENES;-72,1893459;-36,1344462
3602;CAUQUENES;-72,5517114;-35,9710642
3604;CAUQUENES;-72,3763149;-35,8451015
3608;CAUQUENES;-72,3181999;-35,9662455
3609;PELLUHUE;-72,5729274;-35,8121598
3610;PELLUHUE;-72,6383205;-35,8471913
3611;PELLUHUE;-72,5729274;-35,8121598
3612;PELLUHUE;-72,6507815;-35,9721686
3614;PELLUHUE;-72,5729274;-35,8121598
3615;PELLUHUE;-72,6764784;-35,9581844
3616;PELLUHUE;-72,6867212;-35,9239428
3618;CHANCO;-72,5353928;-35,7317934
3619;CHANCO;-72,5309447;-35,7315013
3621;CHANCO;-72,5348123;-35,7416641
3622;CHANCO;-72,5728189;-35,6157303
3623;CHANCO;-72,5164044;-35,6639852
3624;CHANCO;-72,5309447;-35,7315013
3625;CHANCO;-117,0305725;32,5338634
3626;CHANCO;-72,5489862;-35,6397414
3629;CHANCO;-72,5344467;-35,7422640
3630;CHANCO;-72,5333000;-35,7333000
3631;CHANCO;-72,5333000;-35,7333000
3632;CHANCO;-75,7506114;39,6779504
3633;CHANCO;-72,5344467;-35,7422640
3635;CHANCO;-72,5344467;-35,7422640
3636;CHANCO;-72,5728189;-35,6157303
3637;CHANCO;-73,0219938;-36,9513606
3638;CHILLAN;-72,1074463;-36,6069583
3639;CHILLAN;-72,1072111;-36,6083888
3640;CHILLAN;-72,1092469;-36,6044302
3641;CHILLAN;-72,1074222;-36,5994247
3642;CHILLAN;-72,1046488;-36,6058268
3643;CHILLAN;-72,1158315;-36,6126828
3644;CHILLAN;-72,0983959;-36,6039480
3645;CHILLAN;-72,1161488;-36,6124858
3653;CHILLAN;-72,1066592;-36,6078327
3654;CHILLAN;-72,1043527;-36,6121470
3656;CHILLAN VIEJO;-72,1251845;-36,6233011
3657;CHILLAN;-72,0934768;-36,6265938
3658;CHILLAN;-72,1049634;-36,6184910
3659;CHILLAN;-72,0891111;-36,6027032
3660;CHILLAN;-72,0889743;-36,6137679
3662;CHILLAN;-72,1170402;-36,6039506
3663;CHILLAN;-72,1077343;-36,6015178
3664;CHILLAN;-72,1200425;-36,6176551
3666;CHILLAN;-72,1023351;-36,6062618
3667;CHILLAN;-72,1194994;-36,6117841
3668;CHILLAN;-72,0990823;-36,5977871
3669;CHILLAN;-72,1025134;-36,6209668
3670;CHILLAN;-72,0934547;-36,6032065
3671;CHILLAN;-72,1105249;-36,6090014
3672;CHILLAN;-72,0756689;-36,6064786
3673;CHILLAN;-72,0898856;-36,5985249
3674;CHILLAN;-72,1277086;-36,6069430
3675;CHILLAN;-72,1138033;-36,6162684
3677;CHILLAN;-72,1161365;-36,6245988
3678;CHILLAN;-72,2743027;-36,6089188
3681;CHILLAN;-71,9774230;-36,5539270
3683;CHILLAN VIEJO;-72,2831110;-36,6741941
3685;CHILLAN;-72,4125356;-36,6509007
3686;CHILLAN VIEJO;-72,2187158;-36,6469839
3687;SAN NICOLAS;-100,2618802;25,7353697
3691;CHILLAN;-72,0030523;-36,5509439
3694;CHILLAN VIEJO;-72,2831110;-36,6741941
3697;CHILLAN;-72,4438208;-36,6449348
3698;CHILLAN VIEJO;-72,1440740;-36,6832629
3703;CHILLAN;-122,2585399;37,8718992
3704;CHILLAN;-72,4125356;-36,6509007
3707;CHILLAN;-71,9697676;-36,6640625
3709;CHILLAN VIEJO;-72,2302498;-36,6373512
3710;SAN NICOLAS;-72,2427960;-36,5736073
3711;CHILLAN;-72,0971689;-36,6079315
3713;CHILLAN;-72,0948957;-36,5893075
3714;CHILLAN;-72,1022117;-36,6046816
3716;CHILLAN;-72,1316700;-36,6149800
3717;CHILLAN;-72,0942040;-36,6126810
3718;CHILLAN;-72,1043922;-36,6042558
3719;CHILLAN;-72,0868273;-36,6235589
3720;CHILLAN;-72,0872245;-36,5900319
3723;CHILLAN;-72,1310830;-36,6169676
3724;CHILLAN;-72,1094931;-36,6105288
3726;CHILLAN VIEJO;-72,1337647;-36,6319762
3728;CHILLAN;-72,0963460;-36,6040242
3730;CHILLAN;-72,1169597;-36,6138231
3731;CHILLAN VIEJO;-72,1324297;-36,6279069
3733;CHILLAN;-72,1196266;-36,6156724
3734;CHILLAN;-72,1056115;-36,6101593
3735;CHILLAN;-72,0973464;-36,6055448
3739;CHILLAN;-72,0271421;-36,5488222
3740;SAN CARLOS;-71,9699261;-36,4244866
3741;SAN CARLOS;NA;NA
3742;SAN CARLOS;-71,9598692;-36,4304865
3743;SAN CARLOS;-71,9577411;-36,4227381
3744;SAN CARLOS;-71,9547821;-36,4171264
3745;SAN CARLOS;-71,9514717;-36,4305917
3747;SAN CARLOS;-71,9689423;-36,4259693
3749;SAN CARLOS;-71,9636063;-36,4331476
3754;SAN CARLOS;-71,9335497;-36,3585917
3755;SAN CARLOS;-72,0164142;-36,4800545
3757;SAN CARLOS;-71,8415683;-36,4165253
3758;SAN CARLOS;-71,7562846;-36,4241504
3759;SAN CARLOS;-71,7378001;-36,4619445
3760;SAN CARLOS;-71,7523474;-36,4791207
3762;SAN CARLOS;-100,3776067;25,6896314
3766;SAN CARLOS;-71,9995565;-36,3801200
3768;SAN CARLOS;-100,2458124;25,7444247
3776;SAN CARLOS;-71,9761814;-36,5003036
3781;SAN CARLOS;-72,1024401;-36,3460514
3782;SAN CARLOS;-72,0534804;-36,5185595
3783;SAN CARLOS;-72,2554594;-36,3397130
3784;SAN CARLOS;-72,0551562;-36,3885623
3785;SAN CARLOS;-84,5746345;10,4450419
3786;SAN CARLOS;-71,8295230;-36,4375793
3791;SAN CARLOS;-71,9266304;-36,4343430
3795;SAN CARLOS;-71,9591679;-36,4279541
3796;SAN CARLOS;-71,9634067;-36,4243844
3797;SAN CARLOS;-71,9617115;-36,4321420
3798;�IQUEN;-71,8066560;-36,4045508
3799;�IQUEN;-71,7722051;-36,3672258
3800;�IQUEN;-71,8333813;-36,3913940
3801;�IQUEN;-72,0333211;-36,1918657
3802;�IQUEN;-71,8149548;-36,2835815
3804;�IQUEN;-71,7387010;-36,3992697
3807;�IQUEN;-72,0333211;-36,1918657
3808;�IQUEN;-71,8652630;-36,3826820
3814;�IQUEN;-71,8130034;-36,3353620
3815;�IQUEN;-71,8475476;-36,3475326
3818;�IQUEN;-71,7641906;-36,3150649
3820;�IQUEN;-71,8867531;-36,3674963
3823;SAN FABIAN;-71,5493629;-36,5559841
3828;SAN FABIAN;-84,1799675;39,7393000
3829;SAN FABIAN;-71,5500000;-36,5500000
3831;SAN FABIAN;-71,6817328;-36,4619690
3832;SAN FABIAN;-71,5500000;-36,5500000
3833;SAN FABIAN;-71,6176717;-36,4080439
3835;COIHUECO;-71,8325132;-36,6275511
3836;COIHUECO;-71,8424631;-36,5384876
3837;COIHUECO;-71,8362945;-36,6301301
3838;COIHUECO;-71,8131916;-36,7366577
3839;COIHUECO;-71,9131562;-36,6017718
3840;COIHUECO;-71,7819311;-36,5722262
3841;COIHUECO;-70,5814036;-33,5489868
3842;COIHUECO;-71,7658928;-36,5898108
3843;COIHUECO;-71,7807630;-36,5437163
3846;COIHUECO;-71,8279015;-36,6283059
3849;CHILLAN;-72,0178133;-36,6343165
3850;COIHUECO;-71,8341961;-36,6281758
3851;COIHUECO;-71,8318050;-36,6282850
3852;COIHUECO;-71,8379645;-36,6307366
3853;COIHUECO;-71,8064901;-35,7284091
3854;COIHUECO;-71,8379645;-36,6307366
3855;COIHUECO;-70,3115916;-18,4911091
3856;COIHUECO;-71,8939513;-36,6839767
3857;COIHUECO;-70,6321125;-33,4497360
3859;COIHUECO;-71,8520014;-36,6237263
3865;CHILLAN;-71,9951240;-36,6387400
3866;CHILLAN;-72,0807067;-36,6257229
3867;COIHUECO;-71,8428535;-36,6662973
3869;COIHUECO;-75,7506114;39,6779504
3870;COIHUECO;-71,8279015;-36,6283059
3871;PINTO;-71,8941688;-36,7040481
3872;PINTO;-71,6572265;-36,8447189
3874;PINTO;NA;NA
