RBD;NOM_COM_RBD;lon;lat
1;ARICA;-70,2946920;-18,4871859
3;ARICA;-70,3027753;-18,4869579
4;ARICA;-70,3079199;-18,4741696
5;ARICA;-70,3134525;-18,4768037
7;ARICA;-70,2879497;-18,4759464
8;ARICA;-70,3173691;-18,4826722
9;ARICA;-70,3027753;-18,4869579
10;ARICA;-70,3089205;-18,4742235
11;ARICA;-70,3115916;-18,4911091
12;ARICA;-70,2939799;-18,4921091
13;ARICA;-70,2843640;-18,4810937
14;ARICA;-70,2898409;-18,4812571
15;ARICA;-70,3010027;-18,4721469
16;ARICA;-70,3088676;-18,4749112
17;ARICA;-70,2911681;-18,4674828
18;ARICA;-70,2873814;-18,4767764
19;ARICA;-70,2919000;-18,4746942
20;ARICA;-70,2950403;-18,4799516
22;ARICA;-70,2908709;-18,4477318
25;ARICA;-70,2931087;-18,4398155
26;ARICA;-70,3039305;-18,4782974
27;ARICA;-70,3078845;-18,4832545
28;ARICA;-70,2944621;-18,4849429
29;ARICA;-70,2826530;-18,4776808
31;ARICA;-70,2941695;-18,4829196
32;ARICA;-70,1784405;-18,5193336
33;ARICA;-70,2253391;-18,4168696
35;ARICA;-70,3185446;-18,4794324
36;ARICA;-70,2840039;-18,4966002
38;ARICA;-70,2908709;-18,4477318
39;ARICA;-69,9654236;-18,5777823
41;ARICA;-70,1362490;-18,8281505
42;ARICA;-70,2826530;-18,4776808
45;ARICA;-70,3141224;-18,4829848
50;ARICA;-70,2670111;-18,4937911
52;ARICA;-70,3031501;-18,4685725
56;ARICA;-70,3043940;-18,4705948
59;ARICA;-70,2715083;-18,4958311
60;ARICA;-70,2803393;-18,4922200
67;ARICA;-70,3148742;-18,4815407
69;ARICA;-70,2913367;-18,4640657
70;CAMARONES;-106,4169425;23,2368179
72;CAMARONES;-69,7438561;-18,8331340
73;CAMARONES;-68,7810767;-11,0343921
74;CAMARONES;-106,4169425;23,2368179
75;CAMARONES;-69,7441721;-18,8329163
76;CAMARONES;-70,1362490;-18,8281505
78;PUTRE;-69,5618747;-18,1959229
79;PUTRE;-69,5618747;-18,1959229
81;PUTRE;-69,5618747;-18,1959229
82;PUTRE;-69,6024292;-18,2633526
83;PUTRE;-69,1988650;-18,0555280
84;PUTRE;-69,5618747;-18,1959229
86;PUTRE;-69,4790589;-17,5947636
87;GENERAL LAGOS;-60,5667350;-33,1106470
88;GENERAL LAGOS;-69,6598681;-17,9921672
89;GENERAL LAGOS;-69,7042987;-17,8336252
90;GENERAL LAGOS;-69,4790589;-17,5947636
91;GENERAL LAGOS;-69,4790589;-17,5947636
92;GENERAL LAGOS;-69,6883907;-17,6970132
93;GENERAL LAGOS;-60,5667350;-33,1106470
94;GENERAL LAGOS;-69,3658118;-17,7508582
95;GENERAL LAGOS;-69,4545141;-17,9562255
97;IQUIQUE;-70,1531000;-20,2200350
103;IQUIQUE;-70,1383053;-20,2208443
106;IQUIQUE;-70,1264572;-20,2943058
107;IQUIQUE;-70,1522166;-20,2198139
108;IQUIQUE;-70,1487297;-20,2254659
109;IQUIQUE;-70,1531714;-20,2169387
110;IQUIQUE;-70,1467326;-20,2176040
111;IQUIQUE;-70,1417135;-20,2257982
112;IQUIQUE;-70,1357802;-20,2146638
113;IQUIQUE;-70,1375756;-20,2321998
114;IQUIQUE;-70,1441852;-20,2205175
116;IQUIQUE;-70,1350917;-20,2273547
117;IQUIQUE;-70,1460224;-20,2203601
119;IQUIQUE;-70,1451060;-20,2135898
122;IQUIQUE;-70,1411735;-20,2359443
123;IQUIQUE;-70,1288880;-20,2398681
124;IQUIQUE;-70,1378385;-20,2419335
125;IQUIQUE;-70,1385337;-20,2455992
126;IQUIQUE;-70,1314900;-20,2436000
127;IQUIQUE;-70,1485264;-20,2221964
129;IQUIQUE;-70,1417135;-20,2257982
130;IQUIQUE;-70,1442084;-20,2234400
131;IQUIQUE;-70,1482274;-20,2244828
132;IQUIQUE;-70,1480662;-20,2195664
133;IQUIQUE;-70,1485044;-20,2251836
134;IQUIQUE;-70,1543100;-20,2156300
144;IQUIQUE;-70,1431817;-20,2237091
154;HUARA;-84,1799675;39,7393000
156;HUARA;-70,2126125;-19,5980268
158;HUARA;-69,2061866;-19,5367303
159;HUARA;-69,2462213;-19,5552107
160;HUARA;-69,4317161;-19,8660438
161;HUARA;-69,7729053;-19,9968869
162;HUARA;-69,1738372;-19,7832665
165;HUARA;-106,4472997;31,7595457
167;CAMI�A;-102,0650540;26,9834945
168;CAMI�A;-70,1425530;-20,2121270
169;CAMI�A;-69,4276536;-19,3116567
170;CAMI�A;-69,4276536;-19,3116567
171;CAMI�A;-70,1279963;-20,2336135
172;CAMI�A;-69,3238302;-20,4876959
173;CAMI�A;-69,4276536;-19,3116567
174;CAMI�A;-69,4276536;-19,3116567
175;CAMI�A;-65,1847196;-23,4364741
177;COLCHANE;-68,6438216;-19,4689572
178;COLCHANE;-68,6388049;-19,2761393
179;COLCHANE;-68,8803248;-19,3212388
185;COLCHANE;-68,6500000;-19,2667000
186;COLCHANE;-68,6396150;-19,2764020
187;PICA;-69,3238302;-20,4876959
188;PICA;-69,3598297;-20,5129140
191;POZO ALMONTE;-69,7850832;-20,2531601
192;POZO ALMONTE;-69,7860127;-20,2567092
193;POZO ALMONTE;-69,7870838;-20,2516141
195;POZO ALMONTE;-69,7860127;-20,2567092
196;POZO ALMONTE;-69,6551630;-20,3379014
198;POZO ALMONTE;-69,7860127;-20,2567092
199;TOCOPILLA;-70,1943618;-22,0881849
200;TOCOPILLA;-70,1957206;-22,0850527
201;TOCOPILLA;-70,2034790;-22,0939487
203;TOCOPILLA;-70,1930064;-22,0857976
204;TOCOPILLA;-70,1895619;-22,0857129
205;TOCOPILLA;-70,1951312;-22,0887653
206;TOCOPILLA;-70,2100916;-22,1085478
208;TOCOPILLA;-70,2048066;-22,0946485
210;MARIA ELENA;-69,6666546;-22,3454117
211;MARIA ELENA;-84,1799675;39,7393000
214;MARIA ELENA;-69,5348314;-21,6608437
217;CALAMA;-68,9263752;-22,4548897
218;CALAMA;-68,9317048;-22,4582277
219;CALAMA;-68,9205004;-22,4584761
220;CALAMA;-68,9246310;-22,4378814
222;CALAMA;-68,9244206;-22,4602889
223;CALAMA;-68,9261393;-22,4493753
224;CALAMA;-68,9341601;-22,4603655
225;CALAMA;-68,9287720;-22,4627510
226;CALAMA;-68,9229650;-22,4386569
227;CALAMA;-68,9231805;-22,4591917
228;CALAMA;-68,9299357;-22,4765854
229;CALAMA;-68,9073076;-22,4437172
230;CALAMA;-68,9179019;-22,4562120
231;CALAMA;-68,9201446;-22,4545206
232;CALAMA;-68,9327718;-22,4420351
239;CALAMA;-68,9321420;-22,4508041
240;CALAMA;-68,9325445;-22,4745107
243;CALAMA;-68,9073076;-22,4437172
246;CALAMA;-68,9287720;-22,4627510
248;CALAMA;-68,9261393;-22,4493753
252;CALAMA;-68,6502955;-22,3426366
253;CALAMA;-68,9268497;-22,4655173
254;CALAMA;-68,9277027;-22,4619514
255;CALAMA;-68,9306503;-22,4598960
256;CALAMA;-68,9265124;-22,4695469
257;CALAMA;-68,9116104;-22,4785154
268;OLLAG�E;-68,2551343;-21,2248711
269;SAN PEDRO DE ATACAMA;-68,1967092;-22,9125174
270;SAN PEDRO DE ATACAMA;-68,0058225;-23,1912421
271;SAN PEDRO DE ATACAMA;-67,9602785;-23,4071264
273;SAN PEDRO DE ATACAMA;-68,1967092;-22,9125174
274;SAN PEDRO DE ATACAMA;-57,4849141;-25,3896528
275;SAN PEDRO DE ATACAMA;-68,1967092;-22,9125174
276;SAN PEDRO DE ATACAMA;-67,8369650;-23,3241106
277;SAN PEDRO DE ATACAMA;-68,2005081;-22,9108639
279;ANTOFAGASTA;-70,3829086;-23,6138103
280;ANTOFAGASTA;-70,3992404;-23,6525124
282;ANTOFAGASTA;-70,3975022;-23,6509279
283;ANTOFAGASTA;-70,4019402;-23,6506867
284;ANTOFAGASTA;-70,3988589;-23,6536087
285;ANTOFAGASTA;-70,4007587;-23,6507358
286;ANTOFAGASTA;-70,3821600;-23,6092620
287;ANTOFAGASTA;-70,3875870;-23,6307298
288;ANTOFAGASTA;-70,3798928;-23,6261470
289;ANTOFAGASTA;-70,3781722;-23,6201389
291;ANTOFAGASTA;-70,3824436;-23,6183805
292;ANTOFAGASTA;-70,3860065;-23,6279636
293;ANTOFAGASTA;-70,3811650;-23,5962780
294;ANTOFAGASTA;-70,3994880;-23,6520800
296;ANTOFAGASTA;-70,3958021;-23,6579818
297;ANTOFAGASTA;-70,3966593;-23,6608371
298;ANTOFAGASTA;-70,3966737;-23,6615326
301;ANTOFAGASTA;-70,3846570;-23,6438030
302;ANTOFAGASTA;-70,3914000;-23,6612100
303;ANTOFAGASTA;-70,3932523;-23,6287057
304;ANTOFAGASTA;-70,4100566;-23,6750595
305;ANTOFAGASTA;-70,3834654;-23,5893047
306;ANTOFAGASTA;-70,3908120;-23,6405710
310;ANTOFAGASTA;-70,3875409;-23,6370852
312;ANTOFAGASTA;-70,3949877;-23,6352077
313;ANTOFAGASTA;-70,3823320;-23,6069350
315;ANTOFAGASTA;-70,3877186;-23,6257773
316;ANTOFAGASTA;-70,3890987;-23,6056396
317;ANTOFAGASTA;-70,3937159;-23,5892476
318;ANTOFAGASTA;-70,4334407;-23,4345103
319;ANTOFAGASTA;-70,3779170;-23,5997911
320;ANTOFAGASTA;-70,4014964;-23,6672711
322;ANTOFAGASTA;-70,3855892;-23,6232342
324;ANTOFAGASTA;-70,3723542;-23,6181111
326;ANTOFAGASTA;-70,3786798;-23,6281633
329;ANTOFAGASTA;-70,4099752;-23,6939542
332;ANTOFAGASTA;-70,3741242;-23,5959901
335;ANTOFAGASTA;-70,3882720;-23,6612516
336;ANTOFAGASTA;-70,4006385;-23,6551588
337;ANTOFAGASTA;-70,3917311;-23,6504200
341;ANTOFAGASTA;-70,3950042;-23,6329746
342;ANTOFAGASTA;-70,4007400;-23,6656463
343;ANTOFAGASTA;-70,3951730;-23,6546853
344;ANTOFAGASTA;-70,3796290;-23,5893002
350;ANTOFAGASTA;-70,3970313;-23,6565394
354;ANTOFAGASTA;NA;NA
355;ANTOFAGASTA;-70,4024310;-23,6620028
356;ANTOFAGASTA;-70,3970766;-23,6577702
357;ANTOFAGASTA;NA;NA
358;ANTOFAGASTA;-70,3953487;-23,6529424
361;ANTOFAGASTA;-70,4101368;-23,6775672
364;ANTOFAGASTA;-70,3975022;-23,6509279
365;ANTOFAGASTA;-70,3922876;-23,6470168
366;ANTOFAGASTA;-70,3969670;-23,6542666
367;MEJILLONES;-70,4413045;-23,1056310
368;MEJILLONES;-70,4473407;-23,1039070
369;MEJILLONES;-71,2991172;-29,9736471
370;SIERRA GORDA;-69,8453973;-23,3352438
371;SIERRA GORDA;-69,3201906;-22,8914188
372;TALTAL;-70,4747844;-25,4023251
373;TALTAL;-70,4849194;-25,4069364
374;TALTAL;-70,4803027;-25,4064940
375;TALTAL;-70,4876876;-25,4070342
377;TALTAL;-70,4038889;-24,6272222
379;CHA�ARAL;-70,6155946;-26,3454489
380;CHA�ARAL;-70,6163631;-26,3400622
381;CHA�ARAL;-70,6163631;-26,3400622
382;CHA�ARAL;-70,6430571;-26,3620591
384;DIEGO DE ALMAGRO;-70,0555990;-26,3929906
386;DIEGO DE ALMAGRO;-70,0457262;-26,3879353
387;DIEGO DE ALMAGRO;-75,7506114;39,6779504
390;DIEGO DE ALMAGRO;-70,6742837;-33,4387773
392;DIEGO DE ALMAGRO;-69,6264832;-26,2495510
396;COPIAPO;-70,3345114;-27,3639791
397;COPIAPO;-70,3321587;-27,3665763
399;COPIAPO;-70,3275415;-27,3743388
400;COPIAPO;-70,3253700;-27,3696200
401;COPIAPO;-70,3292632;-27,3625725
403;COPIAPO;-70,3061251;-27,3736660
405;COPIAPO;-70,3133966;-27,3697582
406;COPIAPO;-70,3225486;-27,3564429
407;COPIAPO;-70,3378740;-27,3750510
408;COPIAPO;-70,3243417;-27,3616489
410;COPIAPO;-70,3185830;-27,3632240
411;COPIAPO;-70,3202318;-27,3703892
413;COPIAPO;-70,3311156;-27,3557636
415;COPIAPO;-70,3280611;-27,3740380
416;COPIAPO;-70,3465684;-27,3577861
417;COPIAPO;-70,3281468;-27,3711584
418;COPIAPO;-70,3077419;-27,3839355
419;COPIAPO;-70,2729968;-27,4131282
420;COPIAPO;-70,2696009;-27,4063753
421;COPIAPO;-70,3194885;-27,3820247
423;COPIAPO;-70,3152481;-27,3676952
427;COPIAPO;-70,2984978;-27,3932187
429;COPIAPO;-70,3380086;-27,3679983
430;COPIAPO;-70,3333890;-27,3615107
431;COPIAPO;-70,3378736;-27,3665249
433;COPIAPO;-70,3270475;-27,3696876
434;COPIAPO;-70,3147562;-27,3671394
437;COPIAPO;-70,3457810;-27,3624210
438;CALDERA;-70,8259307;-27,0728445
439;COPIAPO;-70,3243417;-27,3616489
440;CALDERA;-70,8104955;-27,0691973
441;TIERRA AMARILLA;-70,2656160;-27,4797100
442;TIERRA AMARILLA;-70,2656160;-27,4797100
444;TIERRA AMARILLA;-70,2649920;-27,4918654
445;TIERRA AMARILLA;-70,2649623;-27,5031250
446;TIERRA AMARILLA;-70,2705546;-27,5415419
447;TIERRA AMARILLA;-70,2615734;-27,4660900
448;VALLENAR;-70,7576800;-28,5763010
449;VALLENAR;-70,7523136;-28,5807491
450;VALLENAR;-70,7622652;-28,5696335
452;VALLENAR;-70,7663563;-28,5683209
453;VALLENAR;-70,7576543;-28,5754381
454;VALLENAR;-70,7523783;-28,5891135
455;VALLENAR;-70,7477361;-28,5840830
458;VALLENAR;-70,7423431;-28,5807835
459;VALLENAR;-70,7590278;-28,5791692
461;VALLENAR;-70,7603900;-28,5692440
462;VALLENAR;-70,7387581;-28,5825011
463;VALLENAR;-73,1498323;-36,9003996
464;VALLENAR;-70,7590278;-28,5791692
467;VALLENAR;-70,7590278;-28,5791692
468;VALLENAR;-70,7025174;-28,6225405
469;VALLENAR;-70,6960293;-28,6447301
471;VALLENAR;-70,7920818;-28,5937427
476;VALLENAR;-70,8359488;-28,5612805
478;VALLENAR;-70,7554289;-28,5766816
479;VALLENAR;-70,7658800;-28,5742190
481;FREIRINA;-71,0802129;-28,5092183
482;FREIRINA;-71,0795967;-28,5120940
483;FREIRINA;-71,0795967;-28,5120940
484;FREIRINA;-70,9236350;-28,5312421
485;VALLENAR;-70,7541704;-28,5886482
486;HUASCO;-71,2134633;-28,4640478
487;HUASCO;-71,2192000;-28,4664000
489;HUASCO;-71,1735781;-28,4773713
490;HUASCO;-70,7622208;-28,5761253
492;HUASCO;-71,2278450;-28,4629690
493;ALTO DEL CARMEN;-70,4861577;-28,7592098
495;ALTO DEL CARMEN;-70,1538583;-28,9735031
496;ALTO DEL CARMEN;-70,1523650;-28,9981789
497;ALTO DEL CARMEN;-70,2152890;-28,9728404
498;ALTO DEL CARMEN;-70,4867155;-28,7595987
499;ALTO DEL CARMEN;-70,4867155;-28,7595987
500;ALTO DEL CARMEN;-84,1799675;39,7393000
502;ALTO DEL CARMEN;-70,3720707;-28,8177135
503;ALTO DEL CARMEN;-70,4606217;-29,0985547
504;ALTO DEL CARMEN;-91,8253672;18,6488526
506;ALTO DEL CARMEN;-70,3099927;-28,8494399
508;ALTO DEL CARMEN;-70,3470338;-28,8272969
509;ALTO DEL CARMEN;-84,1799675;39,7393000
514;ALTO DEL CARMEN;-70,4868018;-28,7596645
516;LA SERENA;-71,2452385;-29,9034799
517;LA SERENA;-71,2436273;-29,9026466
518;LA SERENA;-71,2537259;-29,9061073
519;LA SERENA;-71,2404880;-29,8784420
521;LA SERENA;-71,2506128;-29,9318276
522;LA SERENA;-71,2551321;-29,9060532
523;LA SERENA;-71,2472897;-29,8755648
525;LA SERENA;-71,2463443;-29,9067339
526;LA SERENA;-71,2515179;-29,9200334
527;LA SERENA;-71,2553307;-29,9070736
528;LA SERENA;-71,2449160;-29,9066073
530;LA SERENA;-71,2530787;-29,8977809
531;LA SERENA;-71,2206170;-29,9128895
532;LA SERENA;-71,2445476;-29,9043383
533;LA SERENA;-71,2432403;-29,8737525
534;LA SERENA;-71,2366656;-29,8868104
535;LA SERENA;-71,2633692;-29,9428094
536;LA SERENA;-71,2291785;-29,9106927
539;LA SERENA;-71,1474331;-29,9398312
540;LA SERENA;-71,1857485;-29,8972901
542;LA SERENA;-71,1190143;-29,8430310
543;LA SERENA;-71,1210928;-29,9424409
546;LA SERENA;-71,1494118;-29,9144644
548;LA SERENA;-71,2342726;-29,9044936
549;LA SERENA;-71,2493953;-29,9129791
550;LA SERENA;-71,2206170;-29,9128895
551;LA SERENA;-71,2551193;-29,9142495
552;LA SERENA;-71,2359609;-29,8863818
554;LA SERENA;-71,2281433;-29,8811028
556;LA SERENA;-71,2296082;-29,8779104
557;LA SERENA;-71,0894807;-29,9736425
558;LA SERENA;-71,2800643;-29,8160982
560;LA SERENA;-71,0291205;-30,0046376
561;LA SERENA;-71,2501463;-29,9232880
562;LA SERENA;-71,2709418;-29,8788609
563;LA SERENA;-71,2107926;-29,9255673
564;LA SERENA;-71,2379875;-29,8873492
565;LA SERENA;-71,2758858;-29,9350041
566;LA SERENA;-71,2251300;-29,8832700
567;LA SERENA;-71,2459017;-29,8789421
568;LA SERENA;-71,2494195;-29,9045735
570;LA SERENA;-71,2534970;-29,9082440
573;LA SERENA;-71,2568527;-29,9244957
574;LA SERENA;-71,2513730;-29,9096450
575;LA SERENA;-71,2410073;-29,9020301
578;LA SERENA;-71,2459322;-29,9019378
579;LA SERENA;-71,2432507;-29,9049920
580;LA SERENA;-71,2432760;-29,9042110
581;LA SERENA;-71,2539182;-29,9273540
582;LA SERENA;-71,2713165;-29,8763923
583;LA SERENA;-71,2472613;-29,9042861
585;LA SERENA;-71,2315915;-29,9502814
587;LA SERENA;-71,2492800;-29,9157100
589;LA SERENA;-71,2499138;-29,9216725
590;LA SERENA;-71,2522360;-29,8990590
591;LA SERENA;-71,2555124;-29,9172855
594;LA SERENA;-71,2561378;-29,9412811
597;LA HIGUERA;-71,2024167;-29,5112351
598;LA HIGUERA;-71,2024167;-29,5112351
599;LA HIGUERA;-84,3962850;33,7756178
602;LA HIGUERA;-70,7002793;-33,4612779
604;LA HIGUERA;-71,0168839;-29,3531311
606;LA HIGUERA;-84,1799675;39,7393000
608;LA HIGUERA;-71,2024167;-29,5112351
609;COQUIMBO;-71,3400478;-29,9604930
610;COQUIMBO;-71,3479510;-29,9661070
611;COQUIMBO;-71,3368072;-29,9531517
612;COQUIMBO;-71,3256128;-29,9718223
613;COQUIMBO;-71,3382034;-29,9613087
614;COQUIMBO;-71,3400890;-29,9561370
615;COQUIMBO;-71,3364294;-29,9543361
616;COQUIMBO;-71,3390977;-29,9678640
617;COQUIMBO;-71,3433390;-29,9536240
618;COQUIMBO;-71,2540010;-29,9619334
620;COQUIMBO;-71,2613883;-29,9572632
621;COQUIMBO;-71,3276475;-29,9673296
625;COQUIMBO;-71,3488100;-29,9614400
626;COQUIMBO;-71,3256128;-29,9718223
628;COQUIMBO;-71,2959471;-29,9515556
629;COQUIMBO;-71,2522961;-30,0510374
630;COQUIMBO;-71,3614256;-29,9858473
631;COQUIMBO;-71,2568478;-30,0107022
632;COQUIMBO;-71,4294571;-30,2003522
634;COQUIMBO;-71,3256128;-29,9718223
635;COQUIMBO;-71,3642624;-30,0623068
637;COQUIMBO;-71,2991172;-29,9736471
638;COQUIMBO;-71,3256128;-29,9718223
639;COQUIMBO;-71,2691451;-30,2070814
640;COQUIMBO;-71,2447571;-29,9087910
641;COQUIMBO;-71,2546471;-30,2814695
642;COQUIMBO;-71,3256128;-29,9718223
643;COQUIMBO;-71,2239923;-30,1971196
644;COQUIMBO;-71,6091814;-30,2923455
645;COQUIMBO;-71,6091814;-30,2923455
646;COQUIMBO;-71,3376380;-29,9607190
647;COQUIMBO;-71,3351425;-29,9998685
648;COQUIMBO;-71,3478312;-29,9614444
649;COQUIMBO;-71,3396597;-29,9636044
650;COQUIMBO;-71,3436901;-29,9576411
655;COQUIMBO;-71,3346302;-29,9882489
656;ANDACOLLO;-71,0802991;-30,2323445
657;ANDACOLLO;-71,0800932;-30,2313130
658;ANDACOLLO;-71,0811457;-30,2461903
659;ANDACOLLO;-71,0836204;-30,2517520
661;ANDACOLLO;-71,1751740;-30,1692982
662;ANDACOLLO;-71,1067698;-30,1686822
664;ANDACOLLO;-71,0853334;-30,2321960
665;VICU�A;-70,7093083;-30,0336353
666;VICU�A;-70,7113206;-30,0351764
668;VICU�A;-84,1799675;39,7393000
669;VICU�A;-70,7080736;-30,0326781
671;VICU�A;-70,5611582;-29,9800225
672;VICU�A;-70,6280300;-30,0200804
673;VICU�A;-70,6645824;-33,5607809
674;VICU�A;NA;NA
676;VICU�A;-99,1288361;19,4330358
678;VICU�A;-75,7506114;39,6779504
680;VICU�A;-70,9725521;-29,9651247
681;VICU�A;-100,2032210;25,7342215
682;VICU�A;-117,1111943;32,4567064
683;VICU�A;-71,2085089;-32,7854799
686;PAIGUANO;-70,4857368;-30,1822208
687;VICU�A;-74,2617655;-12,9235915
688;VICU�A;-70,5211573;-29,8919670
689;VICU�A;-70,5611582;-29,9800225
690;VICU�A;-70,7080229;-30,0326963
691;PAIGUANO;-70,5171813;-30,0273209
692;PAIGUANO;-70,5171813;-30,0273209
693;PAIGUANO;-70,5171813;-30,0273209
694;PAIGUANO;-70,4941657;-30,0930266
695;PAIGUANO;-70,5167200;-30,0278477
696;PAIGUANO;-70,5171813;-30,0273209
697;PAIGUANO;-70,4942587;-30,2315642
699;PAIGUANO;-70,5171813;-30,0273209
701;OVALLE;-71,2053598;-30,6035349
704;OVALLE;-71,2037119;-30,6024596
705;OVALLE;-71,2056578;-30,5990374
706;OVALLE;-71,2016615;-30,6065447
707;OVALLE;-71,2037064;-30,6052863
708;OVALLE;-71,1911289;-30,6021351
709;OVALLE;-71,1979874;-30,5906044
710;OVALLE;-71,1969882;-30,6043040
711;OVALLE;-71,1901242;-30,5971599
712;OVALLE;-71,2086101;-30,6058164
713;OVALLE;-71,1979874;-30,5906044
714;OVALLE;-71,1933934;-30,5932275
715;OVALLE;-71,2385742;-30,6440335
716;OVALLE;-71,1882966;-30,6013218
718;OVALLE;-71,1954500;-30,5981000
721;OVALLE;-71,1832289;-30,5916059
722;OVALLE;-103,6973714;19,2476156
723;OVALLE;-71,2760293;-30,5619033
724;OVALLE;-71,1933934;-30,5932275
725;OVALLE;-71,2159582;-30,6265513
726;OVALLE;-71,0545657;-30,6168466
728;OVALLE;-71,4638251;-30,6292895
729;OVALLE;-71,1660380;-30,5454607
730;OVALLE;NA;NA
731;OVALLE;-71,3288596;-30,6298304
733;OVALLE;-71,1878601;-30,5792492
735;OVALLE;-71,2152948;-30,6105609
736;OVALLE;-71,2037064;-30,6052863
737;OVALLE;-84,1799675;39,7393000
740;OVALLE;-71,1920384;-30,6016491
743;OVALLE;-71,2171978;-30,6120589
744;OVALLE;-71,2061739;-30,6035584
745;OVALLE;-71,1912766;-30,5995326
746;OVALLE;-90,4900701;14,6582945
747;OVALLE;-71,4082577;-30,5797186
749;OVALLE;-71,1490478;-30,4987288
750;OVALLE;-71,1660380;-30,5454607
752;OVALLE;-70,5316958;-33,4707805
753;OVALLE;-71,1969882;-30,6043040
754;OVALLE;-71,1992142;-30,6011868
755;OVALLE;-71,1107508;-30,5684339
756;OVALLE;-71,1962912;-30,6067749
757;OVALLE;-71,1077190;-30,6433570
758;OVALLE;-71,2042969;-30,6052021
759;OVALLE;-84,1799675;39,7393000
760;OVALLE;-71,1969882;-30,6043040
762;OVALLE;-71,1979874;-30,5906044
763;OVALLE;-71,2037048;-30,5991897
766;OVALLE;-71,1932412;-30,5967333
767;OVALLE;-71,1996076;-30,6019888
768;OVALLE;-71,1963009;-30,6035372
769;OVALLE;-71,1925839;-30,6010878
770;OVALLE;-71,2171978;-30,6120589
771;OVALLE;-84,1799675;39,7393000
772;OVALLE;-71,1878601;-30,5792492
773;RIO HURTADO;-70,9466005;-30,4094203
774;RIO HURTADO;-70,8704987;-30,3942132
775;RIO HURTADO;-70,6706682;-30,2777693
776;RIO HURTADO;-70,8860769;-30,4038834
777;RIO HURTADO;-71,1551406;-30,2922789
778;RIO HURTADO;-70,6706682;-30,2777693
780;RIO HURTADO;-71,0302824;-30,4740649
783;ANDACOLLO;-71,1551406;-30,2922789
784;RIO HURTADO;-71,1551406;-30,2922789
785;RIO HURTADO;-71,1551406;-30,2922789
786;RIO HURTADO;-70,6706682;-30,2777693
787;RIO HURTADO;-70,6706682;-30,2777693
788;RIO HURTADO;-70,6706682;-30,2777693
789;RIO HURTADO;-70,8198556;-30,5093344
790;RIO HURTADO;-70,8198556;-30,5093344
792;RIO HURTADO;-70,8704987;-30,3942132
793;RIO HURTADO;-70,6706682;-30,2777693
795;ANDACOLLO;-71,1281276;-30,3694196
797;RIO HURTADO;-70,6706682;-30,2777693
798;MONTE PATRIA;-70,9440653;-30,7699995
799;MONTE PATRIA;-70,9578732;-30,6938118
800;MONTE PATRIA;-70,9815058;-30,8398253
802;MONTE PATRIA;-70,9590542;-30,6968274
803;MONTE PATRIA;-70,7711040;-30,9630080
804;MONTE PATRIA;-70,9610949;-30,6916433
805;MONTE PATRIA;-70,6537102;-30,8306907
806;MONTE PATRIA;-70,5749833;-31,0290735
807;MONTE PATRIA;-70,7711040;-30,9630080
809;MONTE PATRIA;-71,0445630;-30,7616385
810;MONTE PATRIA;-70,6864232;-30,7640494
812;MONTE PATRIA;-70,7265731;-30,7556184
813;MONTE PATRIA;-70,9578732;-30,6938118
814;MONTE PATRIA;-70,9578732;-30,6938118
816;MONTE PATRIA;-70,9610949;-30,6916433
817;MONTE PATRIA;-70,9608512;-30,6906401
818;MONTE PATRIA;-70,9578732;-30,6938118
819;MONTE PATRIA;-70,9578732;-30,6938118
820;MONTE PATRIA;-70,9578732;-30,6938118
821;MONTE PATRIA;-70,9273656;-30,7022128
822;MONTE PATRIA;-70,9578732;-30,6938118
823;MONTE PATRIA;-71,1432569;-33,1678882
824;MONTE PATRIA;-70,9578732;-30,6938118
825;MONTE PATRIA;-70,9586889;-30,6978944
826;MONTE PATRIA;-70,9578732;-30,6938118
827;MONTE PATRIA;-70,7706411;-30,8545939
830;MONTE PATRIA;-84,1799675;39,7393000
831;MONTE PATRIA;-70,9610949;-30,6916433
833;MONTE PATRIA;-70,9578732;-30,6938118
835;MONTE PATRIA;-70,9578732;-30,6938118
836;MONTE PATRIA;-70,9610949;-30,6916433
837;MONTE PATRIA;-70,9610949;-30,6916433
838;MONTE PATRIA;-70,9610949;-30,6916433
839;MONTE PATRIA;-70,8439677;-30,7527520
841;MONTE PATRIA;-70,7706411;-30,8545939
843;MONTE PATRIA;-70,9610949;-30,6916433
844;MONTE PATRIA;-70,9578732;-30,6938118
845;COMBARBALA;-71,0050958;-31,1790967
847;COMBARBALA;-71,0011900;-31,1789191
848;MONTE PATRIA;-71,0114217;-30,8797240
849;COMBARBALA;-70,7606880;-33,4577131
850;COMBARBALA;-71,6612587;-35,4434044
851;COMBARBALA;-71,0050958;-31,1790967
852;COMBARBALA;-71,0011900;-31,1789191
857;MONTE PATRIA;-71,0234037;-30,8996694
859;COMBARBALA;-71,0050958;-31,1790967
862;COMBARBALA;-70,9261660;-33,6608985
864;COMBARBALA;-71,4816518;-34,4762561
865;COMBARBALA;-71,0050958;-31,1790967
868;COMBARBALA;-71,0011900;-31,1789191
869;COMBARBALA;-71,0050958;-31,1790967
870;COMBARBALA;-70,6466480;-33,4076041
871;COMBARBALA;-71,2131905;-30,9739175
872;COMBARBALA;-72,1025134;-36,6209668
874;COMBARBALA;-71,2131905;-30,9739175
875;COMBARBALA;-71,0050958;-31,1790967
