RBD;NOM_RBD
7616;ESCUELA PARTICULAR N.166 MONTE VERDE
7617;ESCUELA PARTICULAR N.172 PUNOTRO
7619;ESCUELA PARTICULAR N.173 HUAMPUTUE
7620;ESCUELA PARTICULAR N.160 MILLAHUAIMO
7622;ESCUELA PARTICULAR N.154 HUITRAPULLI
7623;ESCUELA PARTICULAR N.167 PUCATRIHUE
7624;ESCUELA DE ADULTOS RELONCAVI
7625;LICEO INDUSTRIAL PUERTO MONTT
7626;INSTITUTO COMERCIAL DE PUERTO MONTT
7627;LICEO DE HOMBRES MANUEL MONTT
7628;LICEO ISIDORA ZEGERS DE HUNEEUS
7629;LICEO ANDRES BELLO
7630;ESCUELA ESPANA
7631;ESCUELA N�2 REPUBLICA ARGENTINA
7632;ESCUELA N 10 ANGELMO
7633;ESCUELA CAPITAN ARTURO PRAT CHACON
7634;ESCUELA MIRASOL
7636;ESCUELA N 5 MIRAMAR
7637;ESCUELA N 7 ARABE-SIRIA
7638;ESCUELA N 3 MELIPULLI
7639;COLEGIO DARIO SALAS
7641;ESCUELA BELLAVISTA
7642;ESCUELA LA COLINA
7643;ESCUELA CHILOE
7644;ESCUELA BASICA SANTA INES
7646;ESCUELA ROTARIO PEDRO AVELINO BRAVO
7647;ESCUELA LIBERTAD
7648;ESCUELA MARCELA PAZ
7650;ESCUELA DE CULTURA Y DIFUSION ARTISTICA
7651;LICEO RURAL PIEDRA AZUL
7654;ESCUELA RURAL LENCA
7655;ESCUELA RURAL MAILLEN
7656;ESCUELA RURAL PELLUCO
7658;ESCUELA RURAL CORRENTOSO
7659;ESCUELA ALERCE HISTORICO
7661;ESCUELA RURAL COLONIA METRENQUEN
7662;ESCUELA RURAL SENDA SUR
7663;ESCUELA RURAL LOS COLONOS
7664;ESCUELA CAYENEL
7665;ESCUELA RURAL LA CHAMIZA
7667;CENTRO DE EDUCACION DE ADULTOS JOSE BERNARDO SUAREZ
7668;ESCUELA RURAL LA CAPILLA
7669;ESCUELA RURAL ILQUE
7670;ESCUELA RURAL CARE - CHILE
7671;ESCUELA RURAL LAGUNITAS
7672;ESCUEAL RURAL CHAICAS
7673;ESCUELA RURAL LOS PIONEROS DE SALTO CHICO
7675;ESCUELA RURAL TRAPEN
7676;ESCUELA RURAL CHINQUIHUE ALTO
7677;ESCUELA RURAL METRI
7679;ESCUELA RURAL HUELMO
7680;ESCUELA RURAL COLONIA EL GATO
7681;ESCUELA RURAL RIO CHICO
7682;ESCUELA RURAL LA PALOMA
7684;ESCUELA RURAL TEPUAL
7685;ESCUELA RURAL LA VARA
7686;ESCUELA RURAL MAILLEN-PUQUELDON
7689;ESCUELA RURAL PICHIQUILLAIPE
7690;ESCUELA RURAL RIO BLANCO
7691;ESCUELA RURAL �PUNTILLA TENGLO
7693;ESCUELA RURAL PELLINES DEL SALTO
7694;ESCUELA RURAL ALTO BONITO
7695;ESCUELA RURAL SALTO GRANDE
7696;ESCUELA ANAHUAC
7698;ESCUELA RURAL CALETA LA ARENA
7699;COLEGIO SALESIANO PADRE JOSE FERNANDEZ PEREZ
7700;COLEGIO SAN FRANCISCO JAVIER
7701;COLEGIO ARRIARAN BARROS
7704;COLEGIO EJERCITO DE SALVACI�N
7705;INSTITUTO POLITECNICO MARIA AUXILIADORA
7706;COLEGIO SANTO TOMAS DE PUERTO MONTT
7707;COLEGIO INMACULADA CONCEPCION
7709;COLEGIO SAN JOSE PUERTO MONTT
7710;ESCUELA PARTICULAR N. 197 SAN IGNACIO
7712;COLEGIO SAN ANTONIO
7714;ESCUELA PARTICULAR N. 193 NUEVA PANITAO
7715;ESCUELA PARTICULAR N. 196 CASCAJAL
7717;INSTITUTO ALEMAN DE PUERTO MONTT
7718;THE AMERICAN SCHOOL
7720;LICEO PEDRO AGUIRRE CERDA
7722;COLEGIO ROSITA NOVARO DE NOVARO PUERTO VARAS
7723;ESCUELA GRUPO ESCOLAR
7724;COLEGIO NUEVA BRAUNAU
7725;ESCUELA RURAL COLONIA RIO SUR
7726;ESCUELA RURAL SANTA MARIA
7729;ESCUELA RURAL JOSE WERNER MEIXNER
7730;ESCUELA RURAL REINALDO RADDATZ HARRICH
7732;ESCUELA RURAL JANEQUEO
7738;ESCUELA RURAL HARDY MINTE BARTSCH
7739;ESCUELA RURAL ELLA MINTE DE ROTH
7740;ESCUELA RURAL EPSON DE ENSENADA
7741;ESCUELA RURAL RICARDO ROTH SCHUTZ
7742;COLEGIO GERMANIA DEL VERBO DIVINO
7743;COLEGIO FELMER NIKLITSCHEK
7744;COLEGIO INMACULADA CONCEPCION PUERTO VARAS
7745;ESCUELA PARTICULAR N.199 LINEA CRUZADA
7749;ESCUELA PARTICULAR N.203 ALBERTO DROPPELMANN
7752;ESCUELA PARTICULAR N.206 MARIA DOLORES
7753;ESCUELA BASICA FRONTERIZA JUAN SOLER MANFREDINI
7754;ESCUELA RURAL JOHN KENNEDY
7755;ESCUELA RURAL SOBERANIA
7756;ESCUELA RURAL CRISTO REY
7757;ESCUELA RURAL SANTA AGUEDA
7758;ESCUELA RURAL SAN ANTONIO
7759;ESCUELA RURAL CLOTILDE ALMONACID OLAVARRIA
7760;ESCUELA RURAL RIO PUELO
7761;ESCUELA RURAL LAS CAMELIAS
7762;ESCUELA RURAL ESTUARIO DE RELONCAVI
7763;ESCUELA RURAL CAPIT�N DE BANDADA CARLOS RODRIGUEZ PARIS
7765;ESCUELA RURAL LA PENINSULA
7767;ESCUELA RURAL CANUTILLAR
7768;ESCUELA RURAL PASO EL BOLSON
7769;ESCUELA RURAL LITORAL DE LLAGUEPE
7770;ESCUELA RURAL SANTA TERESITA DE LOS ANDES
7772;LICEO POLITECNICO CALBUCO
7773;ESCUELA EULOGIO GOYCOLEA GARAY
7774;ESCUELA RURAL SAN RAFAEL
7775;ESCUELA RURAL PARGUA
7776;ESCUELA RURAL EL SEMBRADOR
7777;ESCUELA RURAL EL ROSARIO
7779;ESCUELA RURAL ESTERO HUITO
7782;ESCUELA RURAL QUEULLIN
7783;ESCUELA RURAL CHAUQUEAR
7784;ESCUELA RURAL LOS PINIS
7785;ESCUELA RURAL QUETROLAUQUEN
7786;ESCUELA RURAL DAITAO
7787;ESCUELA RURAL QUENU
7788;ESCUELA RURAL CHAYAHUE
7789;ESCUELA RURAL ALONSO DE ERCILLA
7790;ESCUELA RURAL SOL DEL PACIFICO
7791;ESCUELA RURAL AGUANTAO
7793;ESCUELA RURAL MARIO MORALES BECA
7794;ESCUELA RURAL EL FARO ILTO
7798;ESCUELA RURAL EL DAO
7799;ESCUELA RURAL MI PATRIA
7801;ESCUELA RURAL PUTENIO
7802;ESCUELA RURAL SAN JOSE
7803;ESCUELA RURAL SAN AGUSTIN
7804;ESCUELA RURAL LA POZA
7805;ESCUELA RURAL PEDRO BARRIENTOS BARRIENTOS
7806;ESCUELA RURAL EL ESTERO RULO
7807;ESCUELA RURAL DOLORES CATTIN FAUNDEZ
7808;ESCUELA RURAL LA CAMPANA
7809;ESCUELA RURAL ISLA CHIDHUAPI
7810;ESCUELA RURAL SAN ANTONIO
7811;ESCUELA RURAL LOS BAJOS DE MAYELHUE
7812;ESCUELA RURAL CARMEN MIRANDA NAVARRO
7815;ESCUELA RURAL HUAPI ABTAO
7816;ESCUELA RURAL SIETE COLINAS
7818;ESCUELA RURAL PE�ASMO
7819;ESCUELA RURAL EL AVELLANAL
7820;ESCUELA RURAL CHUCAGUA
7821;ESCUELA RURAL ISLA TABON
7822;ESCUELA RURAL MACHIL
7823;ESCUELA RURAL EL YALE
7824;ESCUELA RURAL HUAYUN BAJO
7825;ESCUELA LIBERTADOR GENERAL BERNARDO O�HIGGINS RIQUELME
7826;COLEGIO SAN MIGUEL
7830;LICEO CAPITAN DE FRAGATA FRANCISCO VIDAL GORMAZ
7832;ESCUELA RURAL FRANCISCO CORTES OJEDA
7833;ESCUELA JOSE ABELARDO NU�EZ
7834;ESCUELA ENCARNACION OLIVARES
7836;ESCUELA RURAL DORILA AGUILA AGUILAR
7837;ESCUELA RURAL PADRE NELSON AGUILAR ESPA�A
7839;ESCUELA RURAL RURAL TEOFISTO CARCAMO SERON
7847;ESCUELA RURAL CHUYAGUEN
7850;ESCUELA RURAL LOS ARCES
7852;ESCUELA RURAL JUANITA FERNANDEZ
7854;ESCUELA RURAL JUANITA GALLARDO
7855;ESCUELA RURAL PUELPUN
7856;ESCUELA RURAL ASTILLEROS
7858;ESCUELA RURAL FRANCISCO HERNANDEZ NAVARRO
7860;ESCUELA RURAL MARIO ENRIQUE GUZMAN ACEVEDO
7861;ESCUELA RURAL EL JARDIN DE OLMOPULLI
7864;ESCUELA RURAL SAN JORGE
7866;ESCUELA RURAL HILDA HUNQUEN
7868;ESCUELA RURAL LOS PINOS DEL EMPALME
7871;ESCUELA PARTICULAR N.211 LAS ENCINAS
7872;COLEGIO DE DIFUSION ARTISTICA LOS ULMOS
7874;ESCUELA RURAL CA�ITAS
7878;ESCUELA RURAL PALIHUE
7879;ESCUELA RURAL QUILLAGUA
7881;ESCUELA RURAL HUAUTRUNES
7882;ESCUELA RURAL CULULIL
7887;ESCUELA RURAL CARACOL
7891;ESCUELA RURAL SAN CARLOS
7894;ESCUELA RURAL PARAGUAY CHICO EL GATO
7896;ESCUELA RURAL ESTAQUILLA
7897;ESCUELA RURAL MANUEL GATICA ARRIAGADA
7898;ESCUELA RURAL EL MELI
7901;ESCUELA RURAL EL SARAOS
7903;ESCUELA RURAL EL �ADY
7904;ESCUELA RURAL SERENA ESPERANZA
7905;ESCUELA RURAL PARAGUAY CHICO
7907;COLEGIO RAMON ANGEL JARA
7908;ESCUELA PARTICULAR N.216 MIRAMAR
7910;ESCUELA PARTICULAR N.212 LA ESPERANZA
7911;ESCUELA PARTICULAR N.213 EL LAUREL
7913;ESCUELA PARTICULAR N.214 JUAN STOLZENBACH HOTT
7915;ESCUELA PARTICULAR N.217 MIRAMAR BAJO
7916;ESCUELA PARTICULAR N.218 LOS KLEIN
7917;ESCUELA PARTICULAR N.219 CORDILLERA VIEJA
7918;ESCUELA PARTICULAR N.220 FUNDO LA PALOMA
7919;ESCUELA PARTICULAR N.221 ESTAQUILLA BAJO
7922;ESCUELA PARTICULAR N.232 EL PROGRESO
7924;ESCUELA RURAL SAN ANDRES
7927;ESCUELA RURAL CAU-CAU
7929;ESCUELA BASICA AGRICOLA HUEMPELEO
7930;ESCUELA RURAL LUCILA GODOY ALCAYAGA
7931;ESCUELA RURAL PATO LLICO
7933;ESCUELA RURAL OLGA SOTO ALVARADO
7936;ESCUELA RURAL RINCONADA
7938;ESCUELA RURAL ENTRE RIOS
7939;ESCUELA RURAL LINEA SIN NOMBRE
7940;ESCUELA RURAL PARGA
7941;LICEO CARLOS IBA�EZ DEL CAMPO
7942;COLEGIO PURISIMO CORAZON DE MARIA
7944;ESCUELA RURAL SANTA MONICA
7945;ESCUELA RURAL EL PEUCHEN
7946;ESCUELA PARTICULAR N. 224 PICHI MAULE
7947;ESCUELA PARTICULAR N. 225 LA ARA�A
7948;ESCUELA PARTICULAR N. 226 LAS CUYAS
7949;ESCUELA PARTICULAR N. 227 EL TRAIGUEN
7950;ESCUELA PARTICULAR N. 228 EL PATO DE LLICO
7952;ESCUELA PARTICULAR N. 230 LA ESPERANZA
7953;ESCUELA PARTICULAR N. 231 SAN ANTONIO
7954;ESCUELA PARTICULAR N. 233 EL REPIL
7956;LICEO POLITECNICO HOLANDA
7958;ESCUELA INES GALLARDO ALVARADO
7959;ESCUELA BASICA GABRIELA MISTRAL
7961;ESCUELA RURAL LOS PELLINES
7962;ESCUELA RURAL LONCOTORO
7966;ESCUELA RURAL LINEA SOLAR
7967;ESCUELA RURAL COLEGUAL
7968;ESCUELA RURAL COLIGUAL SAN JUAN
7970;ESCUELA PARTICULAR N.239 LOS VOLCANES
7973;LICEO INDUSTRIAL CHILENO-ALEMAN
7975;ESCUELA ARTURO ALESSANDRI PALMA
7976;ESCUELA BERNARDO PHILIPPI
7977;ESCUELA RURAL LOS LINARES DE CASMA
7978;ESCUELA RURAL MARIO PEREZ NAVARRO
7982;ESCUELA RURAL PARAGUAY
7987;ESCUELA CARLOS SPRINGER NIKLITSCHEK
7989;ESCUELA PARTICULAR N. 244 MADRE DE DIOS
7990;ESCUELA RURAL COLONIA SAN MARTIN
7992;COLEGIO ICEBERG
7993;ESCUELA PARTICULAR N. 240 LA HUACHA
7994;ESCUELA PARTICULAR N.241 LA PAZ
7996;ESCUELA PARTICULAR N.245 SANTA ANA
7998;ESCUELA PARTICULAR N.247 EL RETAMO
8000;INSTITUTO ALEMAN DE FRUTILLAR
8001;LICEO POLITECNICO DE CASTRO
8002;LICEO GALVARINO RIVEROS CARDENAS
8003;ESCUELA LUIS URIBE DIAZ
8004;ESCUELA INES MUNOZ DE GARCIA
8005;ESCUELA AYTUE
8006;ESCUELA RURAL PEDRO VELAZQUEZ BONTES
8010;ESCUELA RURAL CURAHUE
8012;ESCUELA RURAL ANA NELLY OYARZUN CARTES
8013;ESCUELA RURAL MIRTA OYARZO VERA
8014;ESCUELA RURAL MANUELA CARDENAS BARRIA
8019;ESCUELA RURAL QUILQUICO
8020;ESCUELA RURAL PAUL HARRIS
8021;ESCUELA RURAL PUACURA
8022;ESCUELA RURAL ERMELINDA SANCHEZ DE CIFUENTES
8023;ESCUELA DE ADULTOS DE CASTRO
8027;ESCUELA RURAL OLINDA BORQUEZ BORQUEZ
8029;ESCUELA RURAL LLICALDAD
8030;ESCUELA RURAL GAMBOA
8031;ESCUELA RURAL LA CHACRA
8032;ESCUELA RURAL INES BAZAN
8033;ESCUELA RURAL LA ESTANCIA
8036;ESCUELA RURAL LOS ANGELES
8037;ESCUELA RURAL LOS ROBLES
8038;ESCUELA RURAL SAN MIGUEL
8040;ESCUELA RURAL CAPILLA DE LOURDES
8044;LICEO DOMINGO ESPINEIRA RIESCO
8046;ESCUELA PUDETO
8047;ESCUELA ANEXA
8048;ESCUELA YERBAS BUENAS
8049;ESCUELA RURAL VILLA CHACAO
8050;ESCUELA FATIMA
8051;ESCUELA RURAL EL PALOMAR
8053;ESCUELA RURAL SENDA CHACAO
8054;ESCUELA RURAL MANAO
8060;ESCUELA RURAL GOLFETE DE QUETALMAHUE
8061;ESCUELA RURAL PUNTA CHILEN
8063;ESCUELA RURAL LA CAPILLA
8066;ESCUELA RURAL CATRUMAN
8071;ESCUELA RURAL NAL
8075;ESCUELA RURAL QUILAR
8080;ESCUELA RURAL COGOMO
8081;ESCUELA RURAL CAYUCAN
8082;ESCUELA RURAL CUMBRE DE LECAM
8083;ESCUELA RURAL FELIPE SANTANA
8085;ESCUELA RURAL SAN MIGUEL DE CO�IMO
8092;ESCUELA RURAL LUIS ALBERTO SEGOVIA ROSS
8094;ESCUELA RURAL CAIPULLI
8095;ESCUELA RURAL AGUAS BUENAS
8096;ESCUELA RURAL PUGUE�UN
8099;ESCUELA RURAL COCOTUE
8100;ESCUELA RURAL SOL DEL PACIFICO
8102;ESCUELA RURAL HUELDEN
8103;ESCUELA RURAL BAHIA LINAO
8104;ESCUELA RURAL PUENTE PUNTRA
8105;LICEO BICENTENARIO DE ANCUD
8108;SEMINARIO CONCILIAR DE ANCUD
8109;LICEO COMERCIAL EL PILAR
8111;LICEO POLIVALENTE QUEMCHI
8112;ESCUELA RURAL JUAN VICTORINO TANGOL
8113;ESCUELA RURAL AQUELARRE
8114;ESCUELA RURAL LLIUCO
8115;ESCUELA RURAL MORRO LOBOS ALTO
8116;ESCUELA RURAL HUITE
8117;ESCUELA RURAL MONTEMAR
8118;ESCUELA RURAL AUCHO
8120;ESCUELA RURAL QUINTERQUEN
8121;ESCUELA RURAL SANTA ROSA
8122;ESCUELA RURAL PIDO
8124;ESCUELA RURAL CAUCAHUE
8126;ESCUELA RURAL AUCAR
8127;ESCUELA RURAL QUELER
8130;ESCUELA RURAL TOCOIHUE
8131;ESCUELA RURAL MALUCO
8132;ESCUELA DE AULIN
8133;ESCUELA RURAL LINDA VISTA
8134;ESCUELA RURAL CONEB
8135;ESCUELA RURAL TAC
8136;ESCUELA RURAL ARCHIPIELAGO
8139;ESCUELA RURAL CHENIAO
8141;ESCUELA RURAL SAN JOSE
8142;ESCUELA RURAL BORDEMAR VILLA MECHUQUE
8143;ESCUELA RURAL NAYAHUE
8144;ESCUELA RURAL CESAR GOMEZ GARCIA
8145;ESCUELA RURAL COLEGUAL
8146;ESCUELA RURAL TEGUEL
8147;ESCUELA RURAL MALLINLEMU
8149;ESCUELA RURAL CARIHUEICO
8150;ESCUELA RURAL EL PRADO
8155;ESCUELA RURAL DALLICO
8157;ESCUELA RURAL JOSE MARIA ULLOA SALDIVIA
8158;ESCUELA RURAL CALEN
8159;ESCUELA RURAL JOSE DANIEL BAHAMONDE BAHAMONDE
8160;ESCUELA RURAL CULDEO
8161;ESCUELA BASICA DALCAHUE
8162;LICEO ALFREDO DEL CARMEN BARRIA OYARZUN
8163;ESCUELA RURAL CHULLEC
8164;ESCUELA RURAL TOLQUIEN
8165;ESCUELA RURAL EDUARDO FREI MONTALVA
8166;ESCUELA RURAL VISTA HERMOSA
8167;ESCUELA RURAL HUYAR BAJO
8169;ESCUELA RURAL HUYAR ALTO
8170;ESCUELA RURAL SAN JAVIER
8173;ESCUELA RURAL HUENAO
8174;LICEO INSULAR
8175;ESCUELA RURAL CAPILLA ANTIGUA
8176;ESCUELA RURAL LA CAPILLA
8177;ESCUELA RURAL OSTRICULTURA
8179;ESCUELA RURAL FRANCISCO DE VILLAGRA
8180;ESCUELA RURAL ALAO
8181;ESCUELA RURAL METAHUE
8182;ESCUELA RURAL LA VILLA
8183;ESCUELA RURAL AMANECER 2000
8184;ESCUELA RURAL LLINGUA
8186;ESCUELA RURAL LOS PINOS
8188;ESCUELA RURAL LA CAPILLA
8189;ESCUELA RURAL TERESA CARDENAS DE PAREDES
8190;ESCUELA RURAL EL ESTERO
8191;ESCUELA RURAL SAN FRANCISCO
8194;LICEO PARTICULAR RAMON FREIRE
8195;ESCUELA PUQUELDON
8197;ESCUELA RURAL LAS LAGUNAS
8198;ESCUELA RURAL SAN JUAN DE LINCAY
8200;ESCUELA RURAL SAN AGUSTIN
8201;ESCUELA RURAL LAS CAMPANAS
8202;ESCUELA RURAL DETIF
8203;ESCUELA RURAL SANTA ROSA
8205;ESCUELA RURAL ICHUAC
8206;LICEO MANUEL JESUS ANDRADE BORQUEZ
8207;ESCUELA RURAL NOTUCO
8208;ESCUELA RURAL CURACO DE VILUPULLI
8210;ESCUELA RURAL QUITRIPULLI
8211;ESCUELA RURAL HUILLINCO
8213;ESCUELA RURAL EL PULPITO
8214;ESCUELA RURAL QUIAO
8215;ESCUELA RURAL TARA
8216;ESCUELA RURAL PUCATUE
8217;ESCUELA RURAL TEUPA
8219;ESCUELA RURAL PINDACO
8220;ESCUELA RURAL CUCAO
8223;ESCUELA RURAL QUILIPULLI
8224;ESCUELA RURAL DICHAM
8225;ESCUELA RURAL CANAN
8226;ESCUELA RURAL QUINCHED
8227;ESCUELA RURAL CHANQUIN
8228;ESCUELA RURAL VILUPULLI
8230;ESCUELA RURAL RAUCO
8231;ESCUELA RURAL TERAO
8234;ESCUELA RURAL MIRAFLORES
8236;ESCUELA CHILHUE
8237;ESCUELA RURAL PAILDAD
8238;ESCUELA RURAL ALQUI
8239;ESCUELA RURAL INSTITUTO CORFO-PUREO
8241;ESCUELA RURAL ALVARO VARGAS MIRANDA
8243;ESCUELA RURAL JUAN BAUTISTA CHIGUAY
8244;ESCUELA RURAL DIAZ-LIRA
8246;ESCUELA RURAL NEPUE
8247;ESCUELA RURAL JUAN ANTONIO VERA DIAZ
8251;ESCUELA RURAL SAN JOSE DE TRANQUI
8254;ESCUELA RURAL DETICO
8255;LICEO RAYEN MAPU
8256;ESCUELA EDUCADORA EULOGIA BORQUEZ PEREZ
8257;ESCUELA RURAL SAN ANTONIO DE CHADMO
8258;ESCUELA RURAL RIO MAULE
8260;ESCUELA RURAL QUILEN
8261;ESCUELA RURAL CHADMO CENTRAL
8262;ESCUELA RURAL COLCAO
8263;ESCUELA RURAL JOSE SANTOS LINCOMAN INAICHEO
8264;ESCUELA RURAL ADELA GARCIA GARCIA
8265;ESCUELA RURAL COCAUQUE
8267;ESCUELA RURAL HUELPUN
8268;ESCUELA RURAL OQUELDAN
8269;ESCUELA RURAL LASTENIA OYARZUN ANDRADE
8271;ESCUELA RURAL PUNTA PAULA
8272;ESCUELA RURAL SANTA ROSA
8273;ESCUELA RURAL COINCO ALTO
8274;ESCUELA RURAL CANDELARIA
8275;ESCUELA RURAL TRINCAO
8276;ESCUELA RURAL PIEDRA BLANCA
8277;ESCUELA RURAL SAN JUAN
8278;ESCUELA RURAL YELCHO
8281;ESCUELA RURAL CHAIGUAO
8284;ESCUELA RURAL COINCO
8285;ESCUELA RURAL AGUA FRESCA
8286;ESCUELA RURAL SAN ANTONIO
8287;ESCUELA RURAL AUCHAC
8288;ESCUELA RURAL YALDAD
8289;ESCUELA RURAL ARTISTICA ALUMNO MARCELO GUENTEO SOLIS
8290;ESCUELA RURAL KUME RUKA WEKETRUMAO
8293;ESCUELA RURAL NAYAHUE
8294;ESCUELA RURAL AUTENI
8295;ESCUELA RURAL CHUIT
8296;ESCUELA RURAL NUEVA ESPERANZA
8298;ESCUELA RURAL TALCAN
8299;ESCUELA RURAL CASA DE PESCA
8300;ESCUELA RURAL LOYOLA
8301;ESCUELA RURAL BUILL
8303;ESCUELA RURAL CHUMELDEN
8304;ESCUELA RURAL RIO AMARILLO
8305;ESCUELA RURAL CHANA
8306;ESCUELA RURAL VALLE EL FRIO
8307;ESCUELA RURAL HUEQUE
8308;ESCUELA RURAL POYO
8309;ESCUELA RURAL AYACARA
8310;COLEGIO MAURICIO HITCHCOCK
8311;ESCUELA RURAL AULEN
8312;ESCUELA RURAL PICHICOLO
8313;ESCUELA RURAL CATARATAS DEL ALERCE
8314;ESCUELA RURAL CANDELARIA
8315;ESCUELA RURAL SAN PEDRO
8317;ESCUELA RURAL LA POZA CONTAO
8318;ESCUELA RURAL QUILDACO BAJO
8319;ESCUELA RURAL VALLE HERMOSO
8320;ESCUELA RURAL MANIHUEICO
8321;ESCUELA RURAL CALETA EL MANZANO
8322;ESCUELA RURAL HUINAY
8323;ESCUELA RURAL N.745 SEMILLERO
8324;ESCUELA RURAL QUETEN
8325;ESCUELA ANTUPIREN
8326;ESCUELA RURAL SAN FRANCISCO
8327;ESCUELA RURAL QUIACA
8328;ESCUELA RURAL JUAN FRANCISCO MALDONADO BARR�A
8329;ESCUELA RURAL CORDILLERA NEVADA
8330;ESCUELA PARTICULAR N.252 AULEN
8331;ESCUELA FUTALEUFU
8334;ESCUELA RURAL EL ESPOLON
8335;ESCUELA RURAL RIO AZUL
8336;ESCUELA RURAL EL LIMITE
8337;ESCUELA RURAL LAS ESCALAS
8338;ESCUELA RURAL LONCONAO
8339;ESCUELA ROBERTO WHITE GESELL
8340;ESCUELA RURAL RIO MALITO
8341;ESCUELA RURAL FRONTERIZA
8342;ESCUELA RURAL PUERTO RAMIREZ
8344;ESCUELA RURAL LA CASCADA
8345;LICEO JOSEFINA AGUIRRE MONTENEGRO
8346;ESCUELA VICTOR DOMINGO SILVA
8348;ESCUELA BAQUEDANO
8349;ESCUELA PEDRO QUINTANA MANSILA
8352;LICEO REPUBLICA ARGENTINA
8353;ESCUELA NIEVES DEL SUR
8354;ESCUELA RURAL PABLO CEA VASQUEZ
8355;ESCUELA RURAL PABLO NERUDA
8356;ESCUELA RURAL CON INTERNADO RIO BLANCO
8357;ESCUELA RURAL VALLE SIMPSON
8358;ESCUELA JOSE ANTOLIN SILVA ORMENO
8361;ESCUELA RURAL VALLE DE LA LUNA
8362;ESCUELA RURAL ARROYO EL GATO
8365;LICEO SAN FELIPE BENICIO DE COYHAIQUE
8366;ESCUELA LYON COLLEGE
8367;COLEGIO MATER DEI DE COYHAIQUE
8368;ESCUELA PARTICULAR SAN JOSE OBRERO
8369;ESCUELA AGRICOLA DE LA PATAGONIA
8370;ESCUELA MUNICIPAL VILLA AMENGUAL
8371;ESC.CON INTERNADO JOSE MIGUEL CARRERA
8372;ESCUELA RURAL CON INTERNADO LA TAPERA
8373;ESCUELA RURAL SOBERANIA RIO CISNES
8375;LICEO POLITECNICO DE AYSEN
8376;ESCUELA BASICA MUNICIPAL POETISA GABRIELA MISTRAL
8377;ESCUELA AYSEN
8379;ESCUELA PEDRO AGUIRRE CERDA
8380;LICEO MANIHUALES
8382;ESCUELA CARLOS CONDELL
8384;ESCUELA ALMIRANTE SIMPSON
8388;ESCUELA GUIDO GOMEZ MUNOZ
8389;ESCUELA AMANDA LABARCA HUBERSTONE
8390;ESCUELA HAMBURGO
8391;ESCUELA EUSEBIO IBAR SCHEPELER
8392;LICEO MELINKA
8393;ESCUELA DE REPOLLAL
8394;LICEO LUISA RABANAL DE PALMA
8397;ESCUELA TULIO BURGOS RIVERA
8398;ESC. LIBERTADOR BERNARDO O�HIGGINS RIQUELME
8399;ESCUELA DE PUERTO BERTRAND
8401;ESCUELA GABRIELA MISTRAL
8403;LICEO RURAL CERRO CASTILLO
8404;ESCUELA AONIKENK
8405;ESCUELA RURAL CARRETERA AUSTRAL
8407;ESCUELA MARIA ANTONIETA PARRA MONSALVE
8408;ESC.  BASICA  HERNAN MERINO CORREA
8409;ESCUELA PIONEROS DEL SUR
8410;ESCUELA MUNICIPAL CDTE LUIS BRAVO BRAVO
8411;LICEO POLITECNICO LUIS CRUZ MARTINEZ
8412;ESCUELA LIB. BERNARDO O�HIGGINS R.
8413;ESCUELA CORONEL SANTIAGO BUERAS
8415;ESCUELA CAPITAN JUAN LADRILLERO
8417;ESCUELA BAUDILIA AVENDANO DE YOUSSUF
8419;ESC. PROF. MIGUEL S. MONTECINOS C.
8420;ESC. DE CONCENTRACION FRONTERIZA DOROTEA
8421;LICEO SALESIANO MONSE�OR FAGNANO
8422;LICEO MARIA MAZZARELLO
8423;ESC.HOGAR MUN.FRONTERIZA RAMON SERRANO M
8424;INSTIT.SUPERIOR DE COMERCIO JOSE MENENDEZ
8425;LICEO POLIVALENTE MARIA BEHETY DE MENENDEZ
8426;COLEGIO ANDINO
8427;LICEO INDUSTRIAL ARMANDO QUEZADA ACHARAN
8429;LICEO LUIS ALBERTO BARRERA
8430;LICEO POLIVALENTE SARA BRAUN
8432;CENTRO DE EDUC.INTEGRAL DE ADULTOS CEIA.
8433;ESCUELA LIBERTADOR CAP GRAL BDO OHIGGINS
8434;ESCUELA ESPANA
8435;ESCUELA DIECIOCHO DE SEPTIEMBRE
8436;ESCUELA PORTUGAL
8437;ESC. CAPITAN ARTURO PRAT CHACON
8438;ESCUELA REPUBLICA DE CROACIA
8439;ESCUELA JUAN WILLIAMS
8441;ESCUELA HERNANDO DE MAGALLANES
8442;ESCUELA PEDRO PABLO LEMAITRE
8444;ESCUELA PATAGONIA
8448;ESCUELA PEDRO SARMIENTO DE GAMBOA
8449;ESCUELA ELBA OJEDA GOMEZ
8450;ESCUELA DELLAMIRA REBECA AGUILAR
8452;ESCUELA DE PUERTO HARRIS
8454;INSTITUTO DON BOSCO
8455;LICEO MARIA AUXILIADORA
8457;INSTITUTO SAGRADA FAMILIA
8458;ESCUELA PARTICULAR LA MILAGROSA
8463;THE BRITISH SCHOOL
8464;COLEGIO ALEMAN
8467;BERNARDO DE BRUYNE
8468;ESCUELA DIEGO PORTALES
8470;ESCUELA PUNTA DELGADA
8474;LICEO POLIVALENTE HERNANDO DE MAGALLANES
8475;ESCUELA LIBERTADOR BDO. O�HIGGINS R.
8479;ESCUELA CERRO SOMBRERO
8482;ESCUELA IGNACIO CARRERA PINTO
8483;LICEO DONALD MC-INTYRE GRIFFITHS
